kode_barang,nama_barang,stok,nama_bagian
BRG-0386,"Barang Contoh Ke-386",320,"Pengendalian dan Penanganan Sengketa"
BRG-0387,"Barang Contoh Ke-387",412,"Survei dan Pemetaan"
BRG-0388,"Barang Contoh Ke-388",493,"Pengadaan Tanah dan Pengembangan"
BRG-0389,"Barang Contoh Ke-389",267,"Penataan dan Pemberdayaan"
BRG-0390,"Barang Contoh Ke-390",350,"Survei dan Pemetaan"
BRG-0391,"Barang Contoh Ke-391",268,"Penetapan Hak dan Pendaftaran"
BRG-0392,"Barang Contoh Ke-392",231,"Tata Usaha"
BRG-0393,"Barang Contoh Ke-393",476,"Tata Usaha"
BRG-0394,"Barang Contoh Ke-394",20,"Pengadaan Tanah dan Pengembangan"
BRG-0395,"Barang Contoh Ke-395",210,"Survei dan Pemetaan"
BRG-0396,"Barang Contoh Ke-396",196,"Tata Usaha"
BRG-0397,"Barang Contoh Ke-397",285,"Pengadaan Tanah dan Pengembangan"
BRG-0398,"Barang Contoh Ke-398",268,"Tata Usaha"
BRG-0399,"Barang Contoh Ke-399",333,"Pengendalian dan Penanganan Sengketa"
BRG-0400,"Barang Contoh Ke-400",417,"Survei dan Pemetaan"
BRG-0401,"Barang Contoh Ke-401",74,"Pengadaan Tanah dan Pengembangan"
BRG-0402,"Barang Contoh Ke-402",147,"Pengadaan Tanah dan Pengembangan"
BRG-0403,"Barang Contoh Ke-403",43,"Pengadaan Tanah dan Pengembangan"
BRG-0404,"Barang Contoh Ke-404",80,"Tata Usaha"
BRG-0405,"Barang Contoh Ke-405",261,"Survei dan Pemetaan"
BRG-0406,"Barang Contoh Ke-406",145,"Penetapan Hak dan Pendaftaran"
BRG-0407,"Barang Contoh Ke-407",375,"Pengendalian dan Penanganan Sengketa"
BRG-0408,"Barang Contoh Ke-408",494,"Survei dan Pemetaan"
BRG-0409,"Barang Contoh Ke-409",73,"Penataan dan Pemberdayaan"
BRG-0410,"Barang Contoh Ke-410",179,"Penetapan Hak dan Pendaftaran"
BRG-0411,"Barang Contoh Ke-411",236,"Tata Usaha"
BRG-0412,"Barang Contoh Ke-412",398,"Tata Usaha"
BRG-0413,"Barang Contoh Ke-413",30,"Pengendalian dan Penanganan Sengketa"
BRG-0414,"Barang Contoh Ke-414",394,"Penataan dan Pemberdayaan"
BRG-0415,"Barang Contoh Ke-415",361,"Tata Usaha"
BRG-0416,"Barang Contoh Ke-416",214,"Tata Usaha"
BRG-0417,"Barang Contoh Ke-417",138,"Pengendalian dan Penanganan Sengketa"
BRG-0418,"Barang Contoh Ke-418",373,"Survei dan Pemetaan"
BRG-0419,"Barang Contoh Ke-419",251,"Pengadaan Tanah dan Pengembangan"
BRG-0420,"Barang Contoh Ke-420",203,"Pengadaan Tanah dan Pengembangan"
BRG-0421,"Barang Contoh Ke-421",287,"Survei dan Pemetaan"
BRG-0422,"Barang Contoh Ke-422",42,"Survei dan Pemetaan"
BRG-0423,"Barang Contoh Ke-423",23,"Penetapan Hak dan Pendaftaran"
BRG-0424,"Barang Contoh Ke-424",267,"Penataan dan Pemberdayaan"
BRG-0425,"Barang Contoh Ke-425",371,"Survei dan Pemetaan"
BRG-0426,"Barang Contoh Ke-426",467,"Pengadaan Tanah dan Pengembangan"
BRG-0427,"Barang Contoh Ke-427",144,"Pengadaan Tanah dan Pengembangan"
BRG-0428,"Barang Contoh Ke-428",142,"Pengadaan Tanah dan Pengembangan"
BRG-0429,"Barang Contoh Ke-429",39,"Penetapan Hak dan Pendaftaran"
BRG-0430,"Barang Contoh Ke-430",203,"Survei dan Pemetaan"
BRG-0431,"Barang Contoh Ke-431",336,"Tata Usaha"
BRG-0432,"Barang Contoh Ke-432",475,"Tata Usaha"
BRG-0433,"Barang Contoh Ke-433",133,"Pengendalian dan Penanganan Sengketa"
BRG-0434,"Barang Contoh Ke-434",72,"Pengadaan Tanah dan Pengembangan"
BRG-0435,"Barang Contoh Ke-435",36,"Penetapan Hak dan Pendaftaran"
BRG-0436,"Barang Contoh Ke-436",362,"Pengadaan Tanah dan Pengembangan"
BRG-0437,"Barang Contoh Ke-437",403,"Pengadaan Tanah dan Pengembangan"
BRG-0438,"Barang Contoh Ke-438",11,"Penataan dan Pemberdayaan"
BRG-0439,"Barang Contoh Ke-439",374,"Tata Usaha"
BRG-0440,"Barang Contoh Ke-440",317,"Tata Usaha"
BRG-0441,"Barang Contoh Ke-441",31,"Tata Usaha"
BRG-0442,"Barang Contoh Ke-442",330,"Tata Usaha"
BRG-0443,"Barang Contoh Ke-443",354,"Survei dan Pemetaan"
BRG-0444,"Barang Contoh Ke-444",415,"Survei dan Pemetaan"
BRG-0445,"Barang Contoh Ke-445",450,"Pengendalian dan Penanganan Sengketa"
BRG-0446,"Barang Contoh Ke-446",404,"Pengadaan Tanah dan Pengembangan"
BRG-0447,"Barang Contoh Ke-447",62,"Tata Usaha"
BRG-0448,"Barang Contoh Ke-448",309,"Pengadaan Tanah dan Pengembangan"
BRG-0449,"Barang Contoh Ke-449",230,"Tata Usaha"
BRG-0450,"Barang Contoh Ke-450",471,"Pengendalian dan Penanganan Sengketa"
BRG-0451,"Barang Contoh Ke-451",418,"Pengendalian dan Penanganan Sengketa"
BRG-0452,"Barang Contoh Ke-452",347,"Pengendalian dan Penanganan Sengketa"
BRG-0453,"Barang Contoh Ke-453",462,"Pengadaan Tanah dan Pengembangan"
BRG-0454,"Barang Contoh Ke-454",222,"Pengadaan Tanah dan Pengembangan"
BRG-0455,"Barang Contoh Ke-455",314,"Penataan dan Pemberdayaan"
BRG-0456,"Barang Contoh Ke-456",109,"Penataan dan Pemberdayaan"
BRG-0457,"Barang Contoh Ke-457",310,"Pengadaan Tanah dan Pengembangan"
BRG-0458,"Barang Contoh Ke-458",210,"Pengadaan Tanah dan Pengembangan"
BRG-0459,"Barang Contoh Ke-459",305,"Tata Usaha"
BRG-0460,"Barang Contoh Ke-460",183,"Pengadaan Tanah dan Pengembangan"
BRG-0461,"Barang Contoh Ke-461",176,"Pengadaan Tanah dan Pengembangan"
BRG-0462,"Barang Contoh Ke-462",77,"Survei dan Pemetaan"
BRG-0463,"Barang Contoh Ke-463",96,"Pengadaan Tanah dan Pengembangan"
BRG-0464,"Barang Contoh Ke-464",41,"Penataan dan Pemberdayaan"
BRG-0465,"Barang Contoh Ke-465",468,"Penataan dan Pemberdayaan"
BRG-0466,"Barang Contoh Ke-466",268,"Tata Usaha"
BRG-0467,"Barang Contoh Ke-467",276,"Pengadaan Tanah dan Pengembangan"
BRG-0468,"Barang Contoh Ke-468",43,"Tata Usaha"
BRG-0469,"Barang Contoh Ke-469",13,"Pengadaan Tanah dan Pengembangan"
BRG-0470,"Barang Contoh Ke-470",241,"Survei dan Pemetaan"
BRG-0471,"Barang Contoh Ke-471",187,"Tata Usaha"
BRG-0472,"Barang Contoh Ke-472",441,"Survei dan Pemetaan"
BRG-0473,"Barang Contoh Ke-473",115,"Pengadaan Tanah dan Pengembangan"
BRG-0474,"Barang Contoh Ke-474",377,"Tata Usaha"
BRG-0475,"Barang Contoh Ke-475",157,"Tata Usaha"
BRG-0476,"Barang Contoh Ke-476",370,"Pengendalian dan Penanganan Sengketa"
BRG-0477,"Barang Contoh Ke-477",203,"Penetapan Hak dan Pendaftaran"
BRG-0478,"Barang Contoh Ke-478",137,"Penetapan Hak dan Pendaftaran"
BRG-0479,"Barang Contoh Ke-479",308,"Penetapan Hak dan Pendaftaran"
BRG-0480,"Barang Contoh Ke-480",461,"Penetapan Hak dan Pendaftaran"
BRG-0481,"Barang Contoh Ke-481",36,"Survei dan Pemetaan"
BRG-0482,"Barang Contoh Ke-482",138,"Tata Usaha"
BRG-0483,"Barang Contoh Ke-483",68,"Survei dan Pemetaan"
BRG-0484,"Barang Contoh Ke-484",130,"Tata Usaha"
BRG-0485,"Barang Contoh Ke-485",190,"Survei dan Pemetaan"
BRG-0486,"Barang Contoh Ke-486",126,"Tata Usaha"
BRG-0487,"Barang Contoh Ke-487",89,"Penataan dan Pemberdayaan"
BRG-0488,"Barang Contoh Ke-488",36,"Survei dan Pemetaan"
BRG-0489,"Barang Contoh Ke-489",342,"Penetapan Hak dan Pendaftaran"
BRG-0490,"Barang Contoh Ke-490",297,"Penataan dan Pemberdayaan"
BRG-0491,"Barang Contoh Ke-491",231,"Pengendalian dan Penanganan Sengketa"
BRG-0492,"Barang Contoh Ke-492",250,"Penataan dan Pemberdayaan"
BRG-0493,"Barang Contoh Ke-493",450,"Survei dan Pemetaan"
BRG-0494,"Barang Contoh Ke-494",434,"Pengadaan Tanah dan Pengembangan"
BRG-0495,"Barang Contoh Ke-495",241,"Tata Usaha"
BRG-0496,"Barang Contoh Ke-496",158,"Penataan dan Pemberdayaan"
BRG-0497,"Barang Contoh Ke-497",191,"Tata Usaha"
BRG-0498,"Barang Contoh Ke-498",72,"Penataan dan Pemberdayaan"
BRG-0499,"Barang Contoh Ke-499",122,"Pengadaan Tanah dan Pengembangan"
BRG-0500,"Barang Contoh Ke-500",12,"Tata Usaha"
BRG-0501,"Barang Contoh Ke-501",74,"Pengendalian dan Penanganan Sengketa"
BRG-0502,"Barang Contoh Ke-502",86,"Pengadaan Tanah dan Pengembangan"
BRG-0503,"Barang Contoh Ke-503",158,"Penetapan Hak dan Pendaftaran"
BRG-0504,"Barang Contoh Ke-504",257,"Tata Usaha"
BRG-0505,"Barang Contoh Ke-505",370,"Penataan dan Pemberdayaan"
BRG-0506,"Barang Contoh Ke-506",218,"Pengendalian dan Penanganan Sengketa"
BRG-0507,"Barang Contoh Ke-507",35,"Penataan dan Pemberdayaan"
BRG-0508,"Barang Contoh Ke-508",342,"Pengadaan Tanah dan Pengembangan"
BRG-0509,"Barang Contoh Ke-509",297,"Penetapan Hak dan Pendaftaran"
BRG-0510,"Barang Contoh Ke-510",401,"Pengadaan Tanah dan Pengembangan"
BRG-0511,"Barang Contoh Ke-511",205,"Pengendalian dan Penanganan Sengketa"
BRG-0512,"Barang Contoh Ke-512",72,"Tata Usaha"
BRG-0513,"Barang Contoh Ke-513",312,"Penetapan Hak dan Pendaftaran"
BRG-0514,"Barang Contoh Ke-514",483,"Tata Usaha"
BRG-0515,"Barang Contoh Ke-515",216,"Pengadaan Tanah dan Pengembangan"
BRG-0516,"Barang Contoh Ke-516",68,"Pengendalian dan Penanganan Sengketa"
BRG-0517,"Barang Contoh Ke-517",453,"Pengadaan Tanah dan Pengembangan"
BRG-0518,"Barang Contoh Ke-518",102,"Pengendalian dan Penanganan Sengketa"
BRG-0519,"Barang Contoh Ke-519",276,"Penetapan Hak dan Pendaftaran"
BRG-0520,"Barang Contoh Ke-520",284,"Pengendalian dan Penanganan Sengketa"
BRG-0521,"Barang Contoh Ke-521",150,"Pengendalian dan Penanganan Sengketa"
BRG-0522,"Barang Contoh Ke-522",205,"Penataan dan Pemberdayaan"
BRG-0523,"Barang Contoh Ke-523",252,"Survei dan Pemetaan"
BRG-0524,"Barang Contoh Ke-524",366,"Pengendalian dan Penanganan Sengketa"
BRG-0525,"Barang Contoh Ke-525",342,"Penetapan Hak dan Pendaftaran"
BRG-0526,"Barang Contoh Ke-526",466,"Penataan dan Pemberdayaan"
BRG-0527,"Barang Contoh Ke-527",375,"Penetapan Hak dan Pendaftaran"
BRG-0528,"Barang Contoh Ke-528",41,"Survei dan Pemetaan"
BRG-0529,"Barang Contoh Ke-529",298,"Penetapan Hak dan Pendaftaran"
BRG-0530,"Barang Contoh Ke-530",184,"Pengadaan Tanah dan Pengembangan"
BRG-0531,"Barang Contoh Ke-531",299,"Tata Usaha"
BRG-0532,"Barang Contoh Ke-532",39,"Survei dan Pemetaan"
BRG-0533,"Barang Contoh Ke-533",174,"Penetapan Hak dan Pendaftaran"
BRG-0534,"Barang Contoh Ke-534",466,"Penetapan Hak dan Pendaftaran"
BRG-0535,"Barang Contoh Ke-535",405,"Survei dan Pemetaan"
BRG-0536,"Barang Contoh Ke-536",140,"Pengadaan Tanah dan Pengembangan"
BRG-0537,"Barang Contoh Ke-537",500,"Pengendalian dan Penanganan Sengketa"
BRG-0538,"Barang Contoh Ke-538",19,"Pengadaan Tanah dan Pengembangan"
BRG-0539,"Barang Contoh Ke-539",67,"Penataan dan Pemberdayaan"
BRG-0540,"Barang Contoh Ke-540",439,"Pengadaan Tanah dan Pengembangan"
BRG-0541,"Barang Contoh Ke-541",55,"Survei dan Pemetaan"
BRG-0542,"Barang Contoh Ke-542",71,"Survei dan Pemetaan"
BRG-0543,"Barang Contoh Ke-543",189,"Tata Usaha"
BRG-0544,"Barang Contoh Ke-544",76,"Pengadaan Tanah dan Pengembangan"
BRG-0545,"Barang Contoh Ke-545",199,"Pengendalian dan Penanganan Sengketa"
BRG-0546,"Barang Contoh Ke-546",29,"Penetapan Hak dan Pendaftaran"
BRG-0547,"Barang Contoh Ke-547",98,"Penataan dan Pemberdayaan"
BRG-0548,"Barang Contoh Ke-548",464,"Survei dan Pemetaan"
BRG-0549,"Barang Contoh Ke-549",167,"Pengendalian dan Penanganan Sengketa"
BRG-0550,"Barang Contoh Ke-550",180,"Pengendalian dan Penanganan Sengketa"
BRG-0551,"Barang Contoh Ke-551",445,"Pengendalian dan Penanganan Sengketa"
BRG-0552,"Barang Contoh Ke-552",145,"Tata Usaha"
BRG-0553,"Barang Contoh Ke-553",105,"Survei dan Pemetaan"
BRG-0554,"Barang Contoh Ke-554",199,"Tata Usaha"
BRG-0555,"Barang Contoh Ke-555",79,"Penataan dan Pemberdayaan"
BRG-0556,"Barang Contoh Ke-556",206,"Pengadaan Tanah dan Pengembangan"
BRG-0557,"Barang Contoh Ke-557",71,"Pengadaan Tanah dan Pengembangan"
BRG-0558,"Barang Contoh Ke-558",165,"Survei dan Pemetaan"
BRG-0559,"Barang Contoh Ke-559",389,"Pengendalian dan Penanganan Sengketa"
BRG-0560,"Barang Contoh Ke-560",175,"Survei dan Pemetaan"
BRG-0561,"Barang Contoh Ke-561",197,"Survei dan Pemetaan"
BRG-0562,"Barang Contoh Ke-562",240,"Pengadaan Tanah dan Pengembangan"
BRG-0563,"Barang Contoh Ke-563",306,"Tata Usaha"
BRG-0564,"Barang Contoh Ke-564",83,"Tata Usaha"
BRG-0565,"Barang Contoh Ke-565",477,"Pengendalian dan Penanganan Sengketa"
BRG-0566,"Barang Contoh Ke-566",32,"Tata Usaha"
BRG-0567,"Barang Contoh Ke-567",140,"Penetapan Hak dan Pendaftaran"
BRG-0568,"Barang Contoh Ke-568",412,"Pengendalian dan Penanganan Sengketa"
BRG-0569,"Barang Contoh Ke-569",75,"Survei dan Pemetaan"
BRG-0570,"Barang Contoh Ke-570",184,"Penataan dan Pemberdayaan"
BRG-0571,"Barang Contoh Ke-571",483,"Penataan dan Pemberdayaan"
BRG-0572,"Barang Contoh Ke-572",134,"Penetapan Hak dan Pendaftaran"
BRG-0573,"Barang Contoh Ke-573",243,"Survei dan Pemetaan"
BRG-0574,"Barang Contoh Ke-574",40,"Survei dan Pemetaan"
BRG-0575,"Barang Contoh Ke-575",258,"Pengadaan Tanah dan Pengembangan"
BRG-0576,"Barang Contoh Ke-576",171,"Pengendalian dan Penanganan Sengketa"
BRG-0577,"Barang Contoh Ke-577",111,"Pengendalian dan Penanganan Sengketa"
BRG-0578,"Barang Contoh Ke-578",206,"Survei dan Pemetaan"
BRG-0579,"Barang Contoh Ke-579",293,"Penataan dan Pemberdayaan"
BRG-0580,"Barang Contoh Ke-580",297,"Survei dan Pemetaan"
BRG-0581,"Barang Contoh Ke-581",157,"Penataan dan Pemberdayaan"
BRG-0582,"Barang Contoh Ke-582",330,"Tata Usaha"
BRG-0583,"Barang Contoh Ke-583",388,"Pengadaan Tanah dan Pengembangan"
BRG-0584,"Barang Contoh Ke-584",26,"Penetapan Hak dan Pendaftaran"
BRG-0585,"Barang Contoh Ke-585",474,"Tata Usaha"
BRG-0586,"Barang Contoh Ke-586",91,"Penetapan Hak dan Pendaftaran"
BRG-0587,"Barang Contoh Ke-587",486,"Pengendalian dan Penanganan Sengketa"
BRG-0588,"Barang Contoh Ke-588",26,"Tata Usaha"
BRG-0589,"Barang Contoh Ke-589",195,"Survei dan Pemetaan"
BRG-0590,"Barang Contoh Ke-590",150,"Survei dan Pemetaan"
BRG-0591,"Barang Contoh Ke-591",463,"Penetapan Hak dan Pendaftaran"
BRG-0592,"Barang Contoh Ke-592",330,"Penataan dan Pemberdayaan"
BRG-0593,"Barang Contoh Ke-593",87,"Pengadaan Tanah dan Pengembangan"
BRG-0594,"Barang Contoh Ke-594",165,"Pengadaan Tanah dan Pengembangan"
BRG-0595,"Barang Contoh Ke-595",153,"Penataan dan Pemberdayaan"
BRG-0596,"Barang Contoh Ke-596",73,"Survei dan Pemetaan"
BRG-0597,"Barang Contoh Ke-597",202,"Pengadaan Tanah dan Pengembangan"
BRG-0598,"Barang Contoh Ke-598",419,"Survei dan Pemetaan"
BRG-0599,"Barang Contoh Ke-599",141,"Penataan dan Pemberdayaan"
BRG-0600,"Barang Contoh Ke-600",246,"Penataan dan Pemberdayaan"
BRG-0601,"Barang Contoh Ke-601",126,"Penetapan Hak dan Pendaftaran"
BRG-0602,"Barang Contoh Ke-602",148,"Tata Usaha"
BRG-0603,"Barang Contoh Ke-603",100,"Survei dan Pemetaan"
BRG-0604,"Barang Contoh Ke-604",159,"Pengendalian dan Penanganan Sengketa"
BRG-0605,"Barang Contoh Ke-605",288,"Tata Usaha"
BRG-0606,"Barang Contoh Ke-606",79,"Tata Usaha"
BRG-0607,"Barang Contoh Ke-607",76,"Survei dan Pemetaan"
BRG-0608,"Barang Contoh Ke-608",212,"Penataan dan Pemberdayaan"
BRG-0609,"Barang Contoh Ke-609",86,"Penataan dan Pemberdayaan"
BRG-0610,"Barang Contoh Ke-610",13,"Tata Usaha"
BRG-0611,"Barang Contoh Ke-611",19,"Tata Usaha"
BRG-0612,"Barang Contoh Ke-612",353,"Pengadaan Tanah dan Pengembangan"
BRG-0613,"Barang Contoh Ke-613",458,"Pengadaan Tanah dan Pengembangan"
BRG-0614,"Barang Contoh Ke-614",482,"Survei dan Pemetaan"
BRG-0615,"Barang Contoh Ke-615",258,"Survei dan Pemetaan"
BRG-0616,"Barang Contoh Ke-616",390,"Penataan dan Pemberdayaan"
BRG-0617,"Barang Contoh Ke-617",454,"Pengendalian dan Penanganan Sengketa"
BRG-0618,"Barang Contoh Ke-618",298,"Penataan dan Pemberdayaan"
BRG-0619,"Barang Contoh Ke-619",31,"Pengadaan Tanah dan Pengembangan"
BRG-0620,"Barang Contoh Ke-620",31,"Penetapan Hak dan Pendaftaran"
BRG-0621,"Barang Contoh Ke-621",142,"Penetapan Hak dan Pendaftaran"
BRG-0622,"Barang Contoh Ke-622",410,"Pengadaan Tanah dan Pengembangan"
BRG-0623,"Barang Contoh Ke-623",64,"Pengadaan Tanah dan Pengembangan"
BRG-0624,"Barang Contoh Ke-624",67,"Tata Usaha"
BRG-0625,"Barang Contoh Ke-625",362,"Penetapan Hak dan Pendaftaran"
BRG-0626,"Barang Contoh Ke-626",132,"Tata Usaha"
BRG-0627,"Barang Contoh Ke-627",25,"Penataan dan Pemberdayaan"
BRG-0628,"Barang Contoh Ke-628",301,"Pengadaan Tanah dan Pengembangan"
BRG-0629,"Barang Contoh Ke-629",447,"Tata Usaha"
BRG-0630,"Barang Contoh Ke-630",499,"Tata Usaha"
BRG-0631,"Barang Contoh Ke-631",402,"Pengendalian dan Penanganan Sengketa"
BRG-0632,"Barang Contoh Ke-632",473,"Penataan dan Pemberdayaan"
BRG-0633,"Barang Contoh Ke-633",275,"Survei dan Pemetaan"
BRG-0634,"Barang Contoh Ke-634",178,"Survei dan Pemetaan"
BRG-0635,"Barang Contoh Ke-635",209,"Survei dan Pemetaan"
BRG-0636,"Barang Contoh Ke-636",383,"Survei dan Pemetaan"
BRG-0637,"Barang Contoh Ke-637",429,"Pengadaan Tanah dan Pengembangan"
BRG-0638,"Barang Contoh Ke-638",44,"Tata Usaha"
BRG-0639,"Barang Contoh Ke-639",82,"Penetapan Hak dan Pendaftaran"
BRG-0640,"Barang Contoh Ke-640",283,"Pengendalian dan Penanganan Sengketa"
BRG-0641,"Barang Contoh Ke-641",333,"Penetapan Hak dan Pendaftaran"
BRG-0642,"Barang Contoh Ke-642",308,"Penataan dan Pemberdayaan"
BRG-0643,"Barang Contoh Ke-643",155,"Penataan dan Pemberdayaan"
BRG-0644,"Barang Contoh Ke-644",485,"Survei dan Pemetaan"
BRG-0645,"Barang Contoh Ke-645",347,"Penataan dan Pemberdayaan"
BRG-0646,"Barang Contoh Ke-646",319,"Tata Usaha"
BRG-0647,"Barang Contoh Ke-647",148,"Penetapan Hak dan Pendaftaran"
BRG-0648,"Barang Contoh Ke-648",148,"Penataan dan Pemberdayaan"
BRG-0649,"Barang Contoh Ke-649",328,"Tata Usaha"
BRG-0650,"Barang Contoh Ke-650",300,"Penataan dan Pemberdayaan"
BRG-0651,"Barang Contoh Ke-651",72,"Penataan dan Pemberdayaan"
BRG-0652,"Barang Contoh Ke-652",45,"Penataan dan Pemberdayaan"
BRG-0653,"Barang Contoh Ke-653",199,"Tata Usaha"
BRG-0654,"Barang Contoh Ke-654",51,"Survei dan Pemetaan"
BRG-0655,"Barang Contoh Ke-655",63,"Penetapan Hak dan Pendaftaran"
BRG-0656,"Barang Contoh Ke-656",459,"Penataan dan Pemberdayaan"
BRG-0657,"Barang Contoh Ke-657",39,"Penataan dan Pemberdayaan"
BRG-0658,"Barang Contoh Ke-658",137,"Tata Usaha"
BRG-0659,"Barang Contoh Ke-659",122,"Pengendalian dan Penanganan Sengketa"
BRG-0660,"Barang Contoh Ke-660",29,"Penetapan Hak dan Pendaftaran"
BRG-0661,"Barang Contoh Ke-661",17,"Penetapan Hak dan Pendaftaran"
BRG-0662,"Barang Contoh Ke-662",184,"Tata Usaha"
BRG-0663,"Barang Contoh Ke-663",374,"Pengadaan Tanah dan Pengembangan"
BRG-0664,"Barang Contoh Ke-664",253,"Penetapan Hak dan Pendaftaran"
BRG-0665,"Barang Contoh Ke-665",63,"Penataan dan Pemberdayaan"
BRG-0666,"Barang Contoh Ke-666",451,"Survei dan Pemetaan"
BRG-0667,"Barang Contoh Ke-667",281,"Penetapan Hak dan Pendaftaran"
BRG-0668,"Barang Contoh Ke-668",345,"Penataan dan Pemberdayaan"
BRG-0669,"Barang Contoh Ke-669",386,"Tata Usaha"
BRG-0670,"Barang Contoh Ke-670",395,"Survei dan Pemetaan"
BRG-0671,"Barang Contoh Ke-671",335,"Survei dan Pemetaan"
BRG-0672,"Barang Contoh Ke-672",490,"Pengadaan Tanah dan Pengembangan"
BRG-0673,"Barang Contoh Ke-673",404,"Survei dan Pemetaan"
BRG-0674,"Barang Contoh Ke-674",454,"Survei dan Pemetaan"
BRG-0675,"Barang Contoh Ke-675",113,"Penetapan Hak dan Pendaftaran"
BRG-0676,"Barang Contoh Ke-676",384,"Pengadaan Tanah dan Pengembangan"
BRG-0677,"Barang Contoh Ke-677",462,"Survei dan Pemetaan"
BRG-0678,"Barang Contoh Ke-678",432,"Tata Usaha"
BRG-0679,"Barang Contoh Ke-679",103,"Tata Usaha"
BRG-0680,"Barang Contoh Ke-680",500,"Tata Usaha"
BRG-0681,"Barang Contoh Ke-681",419,"Pengendalian dan Penanganan Sengketa"
BRG-0682,"Barang Contoh Ke-682",74,"Tata Usaha"
BRG-0683,"Barang Contoh Ke-683",421,"Tata Usaha"
BRG-0684,"Barang Contoh Ke-684",459,"Penetapan Hak dan Pendaftaran"
BRG-0685,"Barang Contoh Ke-685",322,"Survei dan Pemetaan"
BRG-0686,"Barang Contoh Ke-686",34,"Pengendalian dan Penanganan Sengketa"
BRG-0687,"Barang Contoh Ke-687",443,"Pengadaan Tanah dan Pengembangan"
BRG-0688,"Barang Contoh Ke-688",374,"Penataan dan Pemberdayaan"
BRG-0689,"Barang Contoh Ke-689",382,"Pengadaan Tanah dan Pengembangan"
BRG-0690,"Barang Contoh Ke-690",66,"Pengendalian dan Penanganan Sengketa"
BRG-0691,"Barang Contoh Ke-691",34,"Penetapan Hak dan Pendaftaran"
BRG-0692,"Barang Contoh Ke-692",177,"Tata Usaha"
BRG-0693,"Barang Contoh Ke-693",455,"Pengendalian dan Penanganan Sengketa"
BRG-0694,"Barang Contoh Ke-694",304,"Penetapan Hak dan Pendaftaran"
BRG-0695,"Barang Contoh Ke-695",201,"Penataan dan Pemberdayaan"
BRG-0696,"Barang Contoh Ke-696",55,"Pengendalian dan Penanganan Sengketa"
BRG-0697,"Barang Contoh Ke-697",423,"Penataan dan Pemberdayaan"
BRG-0698,"Barang Contoh Ke-698",289,"Penetapan Hak dan Pendaftaran"
BRG-0699,"Barang Contoh Ke-699",226,"Penataan dan Pemberdayaan"
BRG-0700,"Barang Contoh Ke-700",279,"Pengadaan Tanah dan Pengembangan"
BRG-0701,"Barang Contoh Ke-701",389,"Pengendalian dan Penanganan Sengketa"
BRG-0702,"Barang Contoh Ke-702",323,"Penetapan Hak dan Pendaftaran"
BRG-0703,"Barang Contoh Ke-703",151,"Penataan dan Pemberdayaan"
BRG-0704,"Barang Contoh Ke-704",49,"Penataan dan Pemberdayaan"
BRG-0705,"Barang Contoh Ke-705",146,"Pengadaan Tanah dan Pengembangan"
BRG-0706,"Barang Contoh Ke-706",39,"Penetapan Hak dan Pendaftaran"
BRG-0707,"Barang Contoh Ke-707",292,"Pengadaan Tanah dan Pengembangan"
BRG-0708,"Barang Contoh Ke-708",219,"Pengendalian dan Penanganan Sengketa"
BRG-0709,"Barang Contoh Ke-709",126,"Penetapan Hak dan Pendaftaran"
BRG-0710,"Barang Contoh Ke-710",326,"Survei dan Pemetaan"
BRG-0711,"Barang Contoh Ke-711",300,"Pengendalian dan Penanganan Sengketa"
BRG-0712,"Barang Contoh Ke-712",183,"Penetapan Hak dan Pendaftaran"
BRG-0713,"Barang Contoh Ke-713",148,"Penetapan Hak dan Pendaftaran"
BRG-0714,"Barang Contoh Ke-714",434,"Pengadaan Tanah dan Pengembangan"
BRG-0715,"Barang Contoh Ke-715",11,"Survei dan Pemetaan"
BRG-0716,"Barang Contoh Ke-716",119,"Pengadaan Tanah dan Pengembangan"
BRG-0717,"Barang Contoh Ke-717",253,"Tata Usaha"
BRG-0718,"Barang Contoh Ke-718",227,"Pengadaan Tanah dan Pengembangan"
BRG-0719,"Barang Contoh Ke-719",239,"Survei dan Pemetaan"
BRG-0720,"Barang Contoh Ke-720",302,"Tata Usaha"
BRG-0721,"Barang Contoh Ke-721",253,"Pengadaan Tanah dan Pengembangan"
BRG-0722,"Barang Contoh Ke-722",461,"Penataan dan Pemberdayaan"
BRG-0723,"Barang Contoh Ke-723",153,"Penataan dan Pemberdayaan"
BRG-0724,"Barang Contoh Ke-724",87,"Survei dan Pemetaan"
BRG-0725,"Barang Contoh Ke-725",73,"Survei dan Pemetaan"
BRG-0726,"Barang Contoh Ke-726",484,"Pengendalian dan Penanganan Sengketa"
BRG-0727,"Barang Contoh Ke-727",129,"Pengadaan Tanah dan Pengembangan"
BRG-0728,"Barang Contoh Ke-728",50,"Penataan dan Pemberdayaan"
BRG-0729,"Barang Contoh Ke-729",457,"Survei dan Pemetaan"
BRG-0730,"Barang Contoh Ke-730",73,"Tata Usaha"
BRG-0731,"Barang Contoh Ke-731",120,"Tata Usaha"
BRG-0732,"Barang Contoh Ke-732",469,"Penetapan Hak dan Pendaftaran"
BRG-0733,"Barang Contoh Ke-733",65,"Tata Usaha"
BRG-0734,"Barang Contoh Ke-734",396,"Pengendalian dan Penanganan Sengketa"
BRG-0735,"Barang Contoh Ke-735",310,"Penataan dan Pemberdayaan"
BRG-0736,"Barang Contoh Ke-736",433,"Survei dan Pemetaan"
